scene_id,im_id,obj_id,score,R,t,time
2,907,5,1,0.9999999631212825 0.00015675868304204643 -0.00022177499540076973 -0.00015674648539804048 0.9999999862018668 5.501640107841155e-05 0.00022178361663893753 -5.498163659845012e-05 0.9999999738945229,0.43744910281804295 -0.26413606525861155 0.28418080204926355,5
2,909,5,1,0.9999999896023011 8.822310345835138e-05 -0.00011407051079898034 -8.821816950060901e-05 0.9999999951731551 4.325788046266599e-05 0.0001140743265933275 -4.3247816921443416e-05 0.9999999925583369,0.40135211016868766 -0.1613503814630377 0.3014136868200694,5
2,918,5,1,0.9999999786483814 0.00019818760470854957 5.852273835307148e-05 -0.00019818667198107792 0.9999999802339286 -1.5943228368509033e-05 -5.85258969460975e-05 1.593162960122907e-05 0.9999999981604517,-0.02972622001664149 -0.3404066180329153 0.2827914867425534,5
2,925,5,1,0.9999999810239458 0.00018473765535857029 -6.18393673754436e-05 -0.00018473214775006214 0.9999999789714411 8.905701196393334e-05 6.18558182587381e-05 -8.904558655475903e-05 0.9999999941223711,0.01895752022664965 -0.23713147175735116 0.4226974751675243,5
2,934,5,1,0.999999978187736 0.00020843957775659727 -1.332183208839488e-05 -0.0002084390580551869 0.999999977516048 3.9000819027579237e-05 1.3329961102793997e-05 -3.899804138629559e-05 0.9999999991507331,0.08334469121916754 -0.25269938032406003 0.3720341048363025,5
2,942,5,1,0.9999999673991605 0.00024150005092965499 8.294216451115721e-05 -0.00024150239119236083 0.9999999704404868 2.8206738546421306e-05 -8.293535013084719e-05 -2.8226768358063925e-05 0.9999999961624882,-0.13506968774240136 -0.34040372196628255 0.3043910019773648,5
2,952,5,1,0.9999999911039988 0.00011507582881520317 6.745039202746272e-05 -0.00011508618750635108 0.9999999815824563 0.00015359119810690047 -6.743271615064494e-05 -0.00015359895934916046 0.9999999859300948,0.04037069586905773 -0.21027588177881285 0.4005123167127067,5
2,956,5,1,0.9999999783883431 8.254586265557529e-05 -0.0001908127158078976 -8.254235662485954e-05 0.9999999964244299 1.8381999517966263e-05 0.00019081423248396012 -1.8366248989765133e-05 0.9999999816263043,0.37169092758715294 -0.046797857370904694 0.4233092911335916,5
2,961,5,1,0.9999999623345868 0.0002743593617707263 7.600360320381139e-06 -0.0002743592179182963 0.9999999621844944 -1.8921666316062957e-05 -7.605551368972119e-06 1.891958037442132e-05 0.9999999997921023,-0.29891375668194087 -0.2963849439873911 0.1853700926054671,5
2,968,5,1,0.999999945676808 0.00011321140481404535 -0.00030956349608579625 -0.00011317966985455175 0.9999999883388998 0.00010253078310087926 0.00030957510013002176 -0.00010249574123689237 0.9999999468289383,-0.12291407029471202 -0.12956230720349282 0.34857944244572536,5
2,969,5,1,0.999999911985191 0.0003296503049776689 -0.0002595386041882586 -0.0003296280488074288 0.9999999419926308 8.579093884567013e-05 0.00025956687014305757 -8.570538009119999e-05 0.9999999626398135,-0.1139348643426672 -0.24288069219217334 0.3328406644974393,5
2,972,5,1,0.9999999856651217 0.0001687074828525259 1.4406321701354585e-05 -0.0001687096044389047 0.9999999749060787 0.00014739372846467313 -1.4381454915002312e-05 -0.00014739615683651008 0.9999999890337734,0.18693483987096782 -0.36414945953734446 0.30584373090061945,5
2,982,5,1,0.999999994138413 -2.9826489458872896e-05 0.00010408436679984479 2.9817023613987192e-05 0.9999999954200374 9.094432924394713e-05 -0.00010408707887325785 -9.094122522507186e-05 0.9999999904477874,0.06226269437942733 -0.44544263700436204 0.16633953117730016,5
2,984,5,1,0.9999999529230832 0.0003009179071923329 6.001869961428513e-05 -0.0003009280275963755 0.9999999404941554 0.00016868315700635517 -5.996793625999419e-05 -0.00016870121037410035 0.9999999839718737,0.128599855391343 -0.575852528608209 0.09858406614375781,5
2,991,5,1,0.999999986895653 0.0001417785371830224 -7.815076067707594e-05 -0.0001417942222649085 0.9999999698001519 -0.00020073388678382154 7.81222985600516e-05 0.00020074496547972664 0.9999999767991823,0.1829134502374501 0.04071644031162691 0.4436227654940694,5
2,1001,5,1,0.9999997066715228 8.905398773742523e-05 -0.0007607405978274362 -8.924768949516992e-05 0.999999963608765 -0.00025459245883671655 0.0007607178976696827 0.0002546602784983254 0.9999996782281599,0.28366545406578325 0.07207399463445086 0.5319547666126709,5
2,1012,5,1,0.9999997842499363 0.00029673717551764733 -0.0005860436244528311 -0.0002968108661132174 0.9999999480564936 -0.00012565953986200858 0.0005860063061546433 0.00012583345686727112 0.999999820381259,0.6503049694919412 0.03076412371533621 0.1460178673585233,5
2,1038,5,1,0.9999999134553667 0.00037373755973318934 0.0001827826464901039 -0.0003737542424046836 0.9999999259910644 9.124490370599272e-05 -0.00018274853131494684 -9.131321159872377e-05 0.9999999791324354,-0.08705022502253712 -0.1313133786384526 0.0496984393778348,5
2,1050,5,1,0.9999999538034662 0.0002793109384765513 -0.00011991024063098821 -0.00027929641448165565 0.9999999536612982 0.00012112355666241137 0.00011994406620899345 -0.00012109006056643112 0.9999999854753097,0.07118282256121233 -0.15499121682029227 0.059895638733678425,5
2,1057,5,1,0.9999998860196362 6.963050974996207e-05 0.0004723476546386607 -6.958222709828668e-05 0.9999999923532485 -0.00010223412738441517 -0.0004723547696409147 0.0001022012487299287 0.999999883217931,-0.3953991797716867 0.10311841707324731 -0.055810514443464854,5
2,1061,5,1,0.9993128249514637 0.01614831964869721 0.033363298099113724 -0.010906003788903641 0.9883632666339486 -0.15172050701875206 -0.035425089539523724 0.1512523882164981 0.9878602016935005,-144.26362718840298 175.4406449697936 38.73163922483943,5
2,1069,5,1,0.9999999848312431 4.4113221600012784e-05 -0.00016849788744499605 -4.4097783023475806e-05 0.9999999948299059 9.162736508473365e-05 0.00016850192855261126 -9.161993331164436e-05 0.9999999816064435,0.2844166037406808 -0.03536983070064981 0.0953788404901843,5
2,1071,5,1,0.9999999491404898 0.00012644947356890354 -0.0002927960867010748 -0.00012630094324021963 0.9999998633750653 0.0005072454264123151 0.000292860187615096 -0.0005072084201920568 0.9999998284862495,0.36402748784031225 -0.4718439808981856 -0.05087079425106822,5
2,1087,5,1,0.9834105196674446 -0.14112111720214043 0.113967451875648 0.13853299121407384 0.989892393738295 0.03035883997043915 -0.11709978715902886 -0.01406695058245086 0.9930205238305106,-178.51698427014287 26.31474929521126 -72.93199368210958,5
2,1098,5,1,0.9887335608429517 0.08672758603661097 0.12200111263049984 -0.11017131796822639 0.9733974768014746 0.20089707029637743 -0.10133225725286941 -0.21207469904914605 0.971985645811322,-250.0068947634805 -99.21512607571381 -108.59427645760444,5
2,1099,5,1,0.9999996835175446 0.0006627643981994003 0.0004401228950028438 -0.000662813404523066 0.999999774155295 0.00011121038452848592 -0.00044004908931986886 -0.00011150206868661833 0.9999998969620384,-0.35087934249111186 -0.1743934951941526 -0.12632916370819203,5
2,1103,5,1,0.9999999420733873 -0.00033080791435077805 8.012082539671228e-05 0.00033078280102623314 0.9999998962273792 0.0003132538433337634 -8.022444393329664e-05 -0.0003132273225969068 0.9999999477263406,-0.12474752244210663 -0.30489556823967234 -0.013931612950386807,5
2,1107,5,1,0.9999999194242495 -0.0003995868658970836 -3.849455019205167e-05 0.0003995868570219052 0.9999999201651399 -2.3824571446229292e-07 3.849464231869826e-05 2.2286377895919252e-07 0.9999999992590557,0.05016963422434273 -0.027777039369382805 0.011467904813457608,5
2,1117,5,1,0.9999999106283886 -0.00018562189150161945 -0.0003798522446191721 0.00018547659563392105 0.9999999096438832 -0.0003825057618298544 0.00037992321174057375 0.00038243527394415944 0.9999998547007967,0.3358718401775036 0.3702479307655082 -0.01835343088555419,5
2,1123,5,1,0.9999994294140884 -0.00032355713651572053 -0.0010180777364449008 0.0003242021676751355 0.999999746800345 0.0006334762815433381 0.0010178725128962736 -0.0006338059830996029 0.9999992811125034,0.9244414782546926 -0.4120930366293756 0.13194790583361282,5
2,1131,5,1,0.9609612481921193 0.26002778504058843 0.09454644615176966 -0.25619778521477554 0.9652872487922688 -0.0508254087056451 -0.10448049733843985 0.024618658085639015 0.9942221820850592,-306.88046782035923 150.92556274591342 -38.25397393769278,5
2,1144,5,1,0.999999971890553 0.00015343352629346163 -0.00018076794036632482 -0.00015342831679820979 0.9999999878142287 2.8832204138407036e-05 0.0001807723619902668 -2.880446840697326e-05 0.9999999832458284,0.1042489423279136 -0.06382219363508312 -0.005244579530653937,5
2,1148,5,1,0.9999997386669349 -0.0002624184762177323 0.0006736487246389034 0.00026229681359712237 0.9999999492767517 0.0001806844609135161 -0.0006736961054102236 -0.0001805077177809422 0.9999997567752308,-0.6055611538165522 -0.06431551875208186 -0.12146989464588387,5
2,1151,5,1,0.9999999896914789 0.00013283829754373588 -5.450714124138889e-05 -0.00013284482712555556 0.9999999839992662 -0.00011980701330913113 5.4491225409181165e-05 0.00011981425306570315 0.9999999913376258,0.11530871769343776 0.11170291333013438 -0.03793286426900977,5
2,1157,5,1,0.9999997259728609 -0.0005893708801036346 0.0004479912595358182 0.0005893211189971215 0.9999998201675779 0.00011119995687941531 -0.00044805671698922023 -0.00011093591569821815 0.9999998934691947,-0.38296292702032986 -0.044862955140047234 -0.04933222635281709,5
2,1168,5,1,0.9999999257448612 -0.00038531548231857116 6.500156076227892e-06 0.00038531693751531204 0.9999999003684046 -0.00022537532998312404 -6.41331482459373e-06 0.0002253778178683552 0.9999999745818542,0.0546199904134852 0.14917012220550419 0.02156807795017812,5
2,1169,5,1,0.9999994065356782 -0.0010840297780377872 0.00010866339185902629 0.0010840313180552896 0.9999994123382695 -1.4114472039250536e-05 -0.0001086480274938087 1.4232258182644841e-05 0.9999999939965248,-0.19412492336604714 0.11374221991319189 -0.06713331349078544,5
2,1176,5,1,0.9999998471324119 0.0004966173778467864 -0.00024311794183384805 -0.0004966664607837235 0.9999998562853176 -0.00020187067946407858 0.00024301765440665896 0.00020199139713249908 0.9999999500709468,0.19304701629344834 0.1832383303985523 -0.013443256362165812,5
2,1180,5,1,0.9999999292869969 0.0003496101758160841 -0.00013855946858776225 -0.0003496202769893153 0.9999999362268024 -7.28838354739636e-05 0.00013853397882089558 7.293227351994058e-05 0.999999987744611,0.22789120010881447 -0.06354491279404328 0.040818267393888163,5
2,1199,5,1,0.9999996660012227 0.000783879780040353 0.00023136536967534316 -0.0007839429106399898 0.9999996554804175 0.0002728966108467151 -0.00023115137183017664 -0.0002730778969409209 0.9999999359987508,-0.1493873805060275 -0.20778694212131654 -0.011502418878535536,5
2,1212,5,1,0.999999881144017 0.00048629790910326154 3.501849743735297e-05 -0.00048629683243872623 0.9999998812849826 -3.074754169013483e-05 -3.503344574527778e-05 3.073050865155802e-05 0.9999999989141468,0.05667855628379925 0.028809954004799465 0.03253258611925958,5
2,3,6,1,0.9999997767299743 0.00012434032015877505 0.00065656643700477 -0.00012428890999691133 0.9999999892074178 -7.834175941723309e-05 -0.0006565761709582466 7.826013799883125e-05 0.9999997813915169,-0.700301264948763 0.1395065990266744 -0.050856668060077936,5
2,8,6,1,0.9999999694980641 3.567227318680699e-05 0.0002444000020371956 -3.577368458680674e-05 0.999999913269009 0.0004149484533730874 -0.00024438517868534404 -0.0004149571838052424 0.9999998840432036,-0.26507929263095775 -0.473436421795725 -0.1117453100819148,5
2,17,6,1,0.9999961625724905 0.002463246062851976 0.0012677772389864464 -0.002462453005622589 0.999996771761775 -0.0006267305836509043 -0.0012693169379420638 0.0006236063367454012 0.9999989999743245,-1.4177924834064584 0.9890792763558807 0.14462706506083123,5
2,27,6,1,0.9934523426150538 0.0813290404876609 0.08023733623457649 -0.093137341595536 0.9832734201838571 0.15652097865927936 -0.06616553901526592 -0.16296922511105683 0.9844100533383042,-218.6713381892452 -209.8133073215247 108.9488127959822,5
2,36,6,1,0.9977489132727544 -0.05649331655871839 -0.036133242965925405 0.058624249645070126 0.9964195689741389 0.06091994680681373 0.032562300542048006 -0.06290109497925345 0.9974884204008692,23.03918321485314 -78.49442833382037 -21.689063780828747,5
2,38,6,1,0.9999988803543844 -0.0010423855851686148 -0.0010736490439137991 0.0010429532230633587 0.9999993165865263 0.0005282755479445456 0.0010730976433513117 -0.0005293947221937656 0.9999992841010815,1.1322859456413212 -0.5869674387167549 -0.10876587449729413,5
2,39,6,1,0.9999990045814009 -0.0011391466553303392 0.0008325749858156383 0.0011409781575921207 0.9999969232459339 -0.002202650110754434 -0.0008300632826798802 0.0022035978680690627 0.9999972275718487,-1.0619986436997948 2.496282999711582 0.25310518386072545,5
2,41,6,1,0.9999986880955993 -0.0015061871004642957 0.0005959928688295535 0.0015068686881088977 0.9999982093590954 -0.0011448254713406214 -0.0005942674802633663 0.001145722052431325 0.9999991670832236,-1.0176494125024789 1.2441613340655522 0.28725940414574325,5
2,47,6,1,0.9856995719033024 -0.1411164665916772 0.09210047126006365 0.1307198085911277 0.9852355656370958 0.11055863532827115 -0.10634230386607552 -0.09693824353902217 0.9895929927743145,-261.33189344788855 -57.184702194564174 71.64922859939608,5
2,58,6,1,0.9999998791034489 -0.0004783455688263244 -0.00011392368297497013 0.0004783740575733386 0.9999998542858873 0.0002501728707004214 0.00011380399729016277 -0.000250227338589995 0.9999999622174645,0.12558385048513543 -0.2756760314453004 -0.032007457583404175,5
2,61,6,1,0.9999996549180039 -0.0005910330953809995 0.0005838182531124891 0.0005912425610552774 0.9999997608910087 -0.0003586783512991576 -0.0005836061227407208 0.00035902340572474545 0.9999997652530168,-0.8236408735054539 0.2535951484103691 0.03930811280929447,5
2,62,6,1,0.9999999734298196 0.00020755227881258387 0.00010031157405721025 -0.00020746344442393316 0.9999995870569698 -0.0008847851769408499 -0.00010049517181401346 0.0008847643424473306 0.9999996035463107,-0.06371723721841249 1.022241029312653 0.07680124115404396,5
2,64,6,1,0.9999999695395507 8.158183645853856e-05 -0.00023294914037474967 -8.166106277093799e-05 0.9999999388276222 -0.0003401120742506092 0.00023292137915720268 0.00034013108676500536 0.999999915029234,0.2674240137478989 0.389194077064289 0.08149637672636345,5
2,65,6,1,0.999999067805647 -0.0013278139392699922 -0.00031827343516677153 0.0013281052015186728 0.9999986979214492 0.0009166744132377835 0.0003170558476863483 -0.0009170962593237908 0.9999995292049094,0.47804363263328753 -1.3438773704050249 -0.05957712634835843,5
2,69,6,1,0.9544085741186209 -0.1843269923695289 -0.23479317181908163 0.13200261063706586 0.9660996464169156 -0.22187109766283217 0.26773043240143635 0.1807623663186413 0.9463854301969284,285.11957292257785 371.70882316096515 77.37752392173212,5
2,72,6,1,0.9999944925793783 -0.003318842718813386 9.691222111751774e-06 0.0033188537052546985 0.9999933076659702 -0.001539426307339109 -4.58204346370783e-06 0.0015394499928189087 0.99999881503566,0.05488942027277233 1.995744144583547 -0.14743707759339486,5
2,79,6,1,0.9928844986836058 -0.07945165173287111 -0.08870066127556969 0.10182407151099865 0.9526685028781969 0.2864517098652718 0.06174326469120239 -0.29344532482343866 0.9539798795595946,136.65545719716624 -417.82130027421834 15.117425641623413,5
2,89,6,1,0.9297822810066998 -0.1763398528848882 0.32312407247142094 0.09038981320857295 0.9602870440492012 0.2639668060559264 -0.35683972816111653 -0.21622453449084617 0.9087972046007393,-550.1173130901586 -431.89229629940894 22.311691415442063,5
2,96,6,1,0.9999974698853878 0.0021051967009527994 0.0007926977190977902 -0.0021048938362959874 0.999997711475293 -0.0003827089157986546 -0.0007935015825361602 0.0003810394029582012 0.9999996125820309,-1.1867295222598386 0.9764588311612954 0.21665977488623867,5
2,97,6,1,0.9940247521813165 0.10592194059069795 0.026369197036911707 -0.1072049908277412 0.9018950888503297 0.41844036450763034 0.02053976612560965 -0.4187669891588341 0.9078614028574781,81.2770149079133 -462.16939018668415 37.650807468118614,5
2,102,6,1,0.9999996364722582 0.00010651393646010643 0.0008459965321367391 -0.0001053895578370101 0.999999111336797 -0.0013289915941721575 -0.0008461373364568869 0.001328901951846262 0.9999987590348349,-0.797432464873566 1.4474040503065169 0.5833543758410542,5
2,107,6,1,0.9999999785776588 -5.960359359463707e-05 0.00019822233270622158 5.964484263215608e-05 0.9999999765693975 -0.0002080954035745819 -0.00019820992482766364 0.00020810722205666377 0.999999958702104,-0.2589403580663543 0.23526516864771452 0.21998639150979216,5
2,110,6,1,0.6681418240995431 0.715194901500625 0.20514081933258554 -0.7151182255874596 0.6934019530628517 -0.08831565501803425 -0.20540795096971376 -0.08769255587638028 0.9747397546639268,-39.437561152826234 534.8516278506547 102.19164406531623,5
2,115,6,1,0.884948457894602 0.18376097355902948 0.42789967453435257 -0.3450391054586427 0.8758241712985074 0.3374611632078325 -0.31275268595851624 -0.4462778569074671 0.838463971712448,-386.9016866955599 -163.92636027972415 253.03978823083688,5
2,119,6,1,0.9591612533572828 0.1178893029460006 -0.25712215444996744 -0.13778807358898257 0.9885979579027884 -0.060733223256083775 0.24703063946547935 0.0936813208774425 0.9644685963181667,381.6943765604194 130.00341579661767 -107.15832143442998,5
2,124,6,1,0.9999999543798548 0.00018689716406727896 -0.00023729673043851925 -0.00018703040795704784 0.9999998248071773 -0.0005616095098072427 0.00023719172564103021 0.0005616538658907572 0.9999998141424935,0.2091108909500008 0.6508590628627076 0.08923004134567236,5
2,126,6,1,0.8952508833166467 0.42598523152241163 -0.1306232691581541 -0.36694729370462154 0.871189179456971 0.32615808627097637 0.25273610656892764 -0.2440614597225237 0.9362470103100422,366.6495505768929 -225.84644494359912 -125.42309489415337,5
2,136,6,1,0.9999950986423272 -0.0007564507131714859 0.0030381694555303707 0.0007588144601402003 0.9999994102826448 -0.0007769394939581287 -0.003037579947435587 0.0007792410928151305 0.9999950829336026,-3.776130790405219 1.0082988089617686 0.19477303749158636,5
2,153,6,1,0.9689135791943199 -0.21026538599541197 0.13036465588898577 0.23023657338289039 0.9591984240993133 -0.16410211297329463 -0.09054057835997262 0.18901547729642498 0.9777911602242306,-73.07410074157724 55.97919586126084 2.0452947713530314,5
2,156,6,1,0.9999993722278567 0.0003939758096187518 0.00104896470559937 -0.00039338868636773494 0.9999997658985786 -0.0005598643845849682 -0.0010491850330593133 0.0005594513822703429 0.9999992931122086,-1.2495750100584928 0.7742897331344949 0.21267442908515477,5
2,162,6,1,0.9919995079345726 0.04675366559331606 0.11726496071356757 -0.04750122507624699 0.998864739896917 0.0035867822516839343 -0.11696413926422836 -0.009128315521151564 0.9930941868634235,-149.74666242394287 -21.930331260823777 -4.5679415365018485,5
2,166,6,1,0.9930994070389391 -0.07813888323873017 0.08745217358712234 0.0895553648869755 0.9867461679054533 -0.13532123537665092 -0.0757192469512789 0.14221924992808244 0.9869347904451564,-110.39067956037248 173.9579147086982 38.70908799523272,5
2,175,6,1,0.9999992870836198 -0.0011169730433181896 -0.00042214153210518024 0.0011168517209843576 0.9999993349859174 -0.0002875238359232868 0.0004224624077491801 0.00028705216144602613 0.9999998695632769,0.1722898774722097 0.4167458683696168 0.11579618379550993,5
2,176,6,1,0.9863011929254493 -0.10092074529748724 -0.13047973023591325 0.1283212062610113 0.966458087686438 0.22246894787631236 0.10365145854041763 -0.23616470505576026 0.9661690365709149,121.91624742605826 -254.31010126819353 -27.1559889059115,5
2,203,6,1,0.9999999735752026 0.00014285464733598818 -0.0001801170291574894 -0.00014275127224616657 0.9999998251790831 0.0005738151951828474 0.00018019896983667572 -0.0005737894680838407 0.9999998191469721,0.2067938491954351 -0.48463404482572514 -0.2763676811098321,5
2,207,6,1,0.9999999505930952 -0.0001048639876340407 -0.0002963399264895583 0.00010545027537123275 0.9999980360055544 0.0019791071910998936 0.00029613180740747924 -0.001979138342445508 0.9999979976566818,0.1969492379699318 -1.8970992993374693 -0.6314886036508369,5
2,217,6,1,0.998133971828635 0.032094802208161716 -0.051947068760535675 -0.03154592845891099 0.9994378366112333 0.011351878589999975 0.05228220231836195 -0.009691977149983155 0.9985853177869504,64.88725128112287 -8.001675813543669 -19.33251293698845,5
2,219,6,1,0.9999622032317992 0.008417749715014522 0.00217568323573597 -0.008422279456538895 0.9999623660388937 0.002081277168900747 -0.0021580816858621787 -0.00209952271557029 0.9999954673336294,-2.4680363810913946 -0.2337737066167127 0.43124170949931795,5
2,221,6,1,0.9999995291480173 -0.0009077447625996382 -0.00034307898395488645 0.0009076860235370243 0.9999995733762352 -0.00017132842635719792 0.0003432343600710541 0.00017101693768825643 0.9999999264716878,0.536551277787936 0.02491511825351367 0.04384201941070387,5
2,224,6,1,0.999650558473689 0.003934357185323756 -0.026139659079246813 -0.004851655927208376 0.9993712556553189 -0.03512199887072889 0.02598504142780894 0.03523654641774352 0.9990411219857489,68.85306985707635 39.59288849223235 8.153961721255655,5
2,243,6,1,0.8340151124090849 0.5513777361618581 0.020034578565262542 -0.5402368764526801 0.8234625327629022 -0.17335966790565666 -0.11208438603978078 0.13376116477039468 0.9846547827565523,79.47070484334557 138.92431419222032 154.28089543791896,5
2,248,6,1,0.926697475145556 -0.22326876353429692 0.3022959622434906 0.07379991962234192 0.8968422205880686 0.43615089502877 -0.36849065310070905 -0.3818705154899072 0.8475786382259088,-389.9305034680409 -618.5124007042916 -32.911649631401104,5
2,249,6,1,0.9999999239336228 0.00016662906107942077 0.0003526577708584666 -0.00016664779104012817 0.9999999847053992 5.308215088570961e-05 -0.00035264892043501694 -5.3140916486373035e-05 0.9999999364073888,-0.38491598138668337 -0.15610540234237646 -0.06805891746967063,5
2,254,6,1,0.9999999273204844 -4.81863209190192e-05 0.00037820246349117015 4.770998854963793e-05 0.9999992058527215 0.001259371939540288 -0.0003782628476429947 -0.0012593538039745583 0.9999991354722331,-0.41204349218398306 -1.253762744392759 -0.37411126478843926,5
2,258,6,1,0.9999995822114112 -0.0005968182847238858 -0.0006923762981088655 0.0005968951120733784 0.9999998157241503 0.00011076051081562906 0.0006923100666225701 -0.0001111737405690167 0.9999997541735552,0.6420392056747346 -0.22439941385290751 -0.2813063681364838,5
2,263,6,1,0.9821358042467319 0.11058179394529496 -0.1522528451769179 -0.13018329350451574 0.9835234000724664 -0.12543536822687934 0.13587336791639182 0.14301534308505548 0.9803494476630878,166.1951500725801 152.99302817392328 10.872990328402466,5
2,266,6,1,0.9596981278457789 -0.10083325490335493 0.26232071613752067 0.08403924270171766 0.9936735263083445 0.07450052885759852 -0.26817328184483313 -0.049452783738988315 0.9621005732692585,-249.3528831652112 -182.32657155002636 47.93077602845521,5
2,268,6,1,0.9294400998546604 0.013504619260415292 -0.3687258141774078 0.02695882664072485 0.9941734743915468 0.10436629955305175 0.36798685091768696 -0.10694263918041892 0.9236606246218421,425.694156595402 -60.56076387714678 -62.32534346342908,5
2,277,6,1,0.9999980830119848 0.001579811504184292 0.0011567921019650096 -0.0015787746800348113 0.9999983517362651 -0.0008966578297039951 -0.0011582067456211709 0.0008948297967412144 0.9999989289178115,-0.7069940143763063 1.025600648631638 0.3035020403519866,5
2,283,6,1,0.9999997633057356 6.395970674218793e-05 0.0006850530113839438 -6.413039223154143e-05 0.9999999669088872 0.0002491375466031065 -0.0006850370539503332 -0.00024918142035229573 0.999999734316392,-0.8231471584259253 -0.0298867517073802 0.020851486200626823,5
2,307,6,1,0.9999995208589504 -0.0008598235127412522 -0.000467958755531476 0.0008594568665482452 0.9999993240133508 -0.0007831390275917505 0.0004686318005473816 0.0007827364619922839 0.9999995838538465,0.2597769412907951 0.9990053279462359 0.3174644036339487,5
2,310,6,1,0.9954818755169548 -0.010024970771301163 -0.09442105421080635 0.0010142195322600314 0.9954767677487842 -0.09499987490082432 0.09494633682236409 0.09447488996271182 0.9909892473132831,183.1520852125247 185.49781316407967 102.69534897572733,5
2,322,6,1,0.9999997540559442 -0.0006386900608291168 0.0002897637960140309 0.0006389049782050682 0.9999995204598722 -0.0007422132138593662 -0.0002892896128575684 0.0007423981628479903 0.9999996825781936,-0.3353022197264579 0.7887798259608729 -0.11648897161990135,5
2,326,6,1,0.9344695651924759 0.3213947193729282 -0.15320595970191328 -0.3402455924710347 0.9328577873809044 -0.1183608268256002 0.10487882785873345 0.16273224290841115 0.9810803476703516,103.32470268815965 -129.6850455375614 -96.32370857065808,5
2,338,6,1,0.980683455369442 -0.023290068067940768 0.1942100231554571 0.08104280447040502 0.952034282699054 -0.29506404119999297 -0.17802253848382277 0.30510374841206084 0.9355317624200078,-251.88331556115725 370.84392423723716 152.09526250217016,5
2,342,6,1,0.9923009862575987 0.07368480626871077 -0.09954547703105004 -0.08946564382264038 0.9822725741316637 -0.16473156553664633 0.08564257847354502 0.1723691951419875 0.9813023027174179,92.5154182925893 127.7915193162309 53.6847060365435,5
2,356,6,1,0.9208503153707699 -0.3056858021315617 0.24205554539554883 0.38703923225079073 0.7918733111567581 -0.47237410150891085 -0.0472792700903004 0.5286708327994043 0.8475091864793637,-294.64039095668267 398.6352755456335 195.40669933748092,5
2,362,6,1,0.9180609012195431 0.000642052230128377 0.3964388596251578 0.029465909418653354 0.99712214862526 -0.06985113387108584 -0.39534281558426393 0.07580902644064451 0.9153999397400184,-323.0337800973012 125.69018412675028 189.04728081254797,5
2,365,6,1,0.9999964449506494 0.002659248895841085 0.0001961666978678167 -0.002659942763937148 0.9999898883479431 0.0036260041867003934 -0.00018652226666844574 -0.0036265130882646157 0.9999934067843974,0.2769616053713051 -4.50160806143748 -0.7637497329501457,5
2,368,6,1,0.9999996467245924 0.0007798763362937833 0.00031359781642942286 -0.000780024994103401 0.9999995833489622 0.00047419712275401094 -0.00031322787065390933 -0.00047444156936676807 0.9999998383967359,-0.08652791491618927 -0.5505653955996763 -0.15887784925382675,5
2,387,6,1,0.9999998696837216 -0.000417669042220542 0.0002935730098449496 0.0004174311748605941 0.9999995849516906 0.0008098442203657852 -0.00029391113485807696 -0.0008097215683036674 0.9999996289835442,-0.4204108363266812 -0.8260649196195686 -0.25654652160517344,5
2,389,6,1,0.9999997505577007 0.00019099822128476607 0.0006800031000296358 -0.00019058866049376233 0.9999998004514624 -0.0006023063991086042 -0.0006801180037869226 0.0006021766479877844 0.9999995874113078,-0.5553613287893313 0.5936751901145669 0.2320879126791624,5
2,402,6,1,0.9999998879440106 -0.00012828826290248174 -0.00045569078126925233 0.0001287780990099907 0.9999994138263384 0.0010750642682204048 0.0004555525960278986 -0.0010751228307456784 0.9999993182911334,0.4666852189293138 -1.0854936121295395 -0.24038779479474215,5
2,415,6,1,0.9999995439954967 -0.00016364767095844446 0.000940865686394815 0.0001642681828139536 0.99999976905618 -0.0006594721765824929 -0.0009407575480219754 0.0006596264301567123 0.9999993399338868,-1.1594803201573995 0.7289793268432447 0.4096384619278979,5
2,417,6,1,0.9999986471569309 -6.689430288467357e-05 -0.0016435356585666194 6.989265620555019e-05 0.9999983334452309 0.0018243414642052924 0.0016434108814740722 -0.0018244538672305688 0.9999969852798363,1.8208538800041651 -2.023814284282224 -0.9373955091148218,5
2,425,6,1,0.972871732856476 -0.21633747553535673 0.08196760389219712 0.2085864663558925 0.9735074644215768 0.093674450991912 -0.10006136847955588 -0.07403589260934736 0.9922229634228069,-287.30628830603274 -240.95849949038745 -562.9343914965605,5
2,428,6,1,0.9999983257496745 -0.001192655799378134 -0.001387829237386562 0.0011934827013515281 0.9999991106982884 0.0005951484471029694 0.001387118195940451 -0.0005968038008629384 0.999998859863517,1.3354554603581619 -1.0130891601462508 -0.549194613588952,5
2,434,6,1,0.9975790809331682 -0.06285055824062374 -0.029762133884800035 0.06215425311467154 0.9977834470085036 -0.023770605705061537 0.031190160376185383 0.021863215789771795 0.999274323542358,7.408259238424364 -7.912598392535642 -7.998325467532595,5
2,435,6,1,0.7906168851039558 -0.3063699479005593 0.5301531816484054 0.2443391260164733 0.9517567024755165 0.18562750547922002 -0.5614475331551694 -0.017223075112775377 0.8273330847957402,-747.3313456786029 -362.7734367312566 397.4313257360973,5
