scene_id,im_id,obj_id,score,R,t,time
2,785,1,1,0.9999997710223876 -0.0004022929697597051 0.0005441649930372494 0.0004022724214901366 0.9999999183713765 3.787002588501176e-05 -0.0005441801834632359 -3.765111464443249e-05 0.9999998512251501,-0.3288338757625304 -0.02298063199708622 0.011387841435293922,5
2,788,1,1,0.999995096411875 -0.0020157049593397813 -0.0023966822322647463 0.00201417854965083 0.9999977672978058 -0.0006391276663424914 0.002397965173993627 0.0006342971863811803 0.9999969237103202,2.524665369109101 1.0526102063973894 0.2909217188140474,5
2,791,1,1,0.999999989535171 -0.00014466861579559565 8.068950874892677e-07 0.00014466859709677538 0.9999999892680909 2.3126100071685363e-05 -8.102406994156541e-07 -2.312598309731073e-05 0.9999999997322668,0.059533792147192344 0.057033663314001615 -0.021596542912106997,5
2,794,1,1,0.9999996560102338 -0.00027415982747993825 0.0007828255247839255 0.0002736675917812143 0.9999997648384558 0.0006288315210447315 -0.0007829977410347827 -0.0006286170707569538 0.999999495877431,-0.7196494991893303 -0.538691975740683 -0.15880743695117872,5
2,808,1,1,0.9999996766096706 -0.00020799617702094153 0.0007768643021769384 0.00020778539965735088 0.9999999415866232 0.0002713889783096113 -0.0007769207046670612 -0.00027122746948535226 0.9999996614148818,-0.8121312777757765 -0.29107130687120275 -0.052439121180327675,5
2,809,1,1,0.9999999824708722 -0.0001061845359228708 -0.0001542177075296025 0.00010615129809848911 0.9999999711420461 -0.0002155175410827881 0.00015424058770907578 0.00021550116689483811 0.9999999648845437,0.17286931306722408 0.25022497271613275 0.09479054429743883,5
2,819,1,1,0.9999999880410304 -0.0001325539935204817 -7.967043344137004e-05 0.00013252251630958833 0.9999999132189243 -0.0003949682602205351 7.972278114803943e-05 0.0003949576973707736 0.9999999188263444,0.07774303893319257 0.42112184544305364 -0.08262512116596099,5
2,821,1,1,0.9999989629529241 0.0012263274535415092 -0.0007551251899385689 -0.001226864610967604 0.9999989944294092 -0.0007112969815498537 0.0007542521475907872 0.0007122226802736579 0.9999994619211311,0.5241821397058857 0.2664863829857609 0.1859625365515285,5
2,828,1,1,0.9999989292055433 0.0010534986466843588 -0.001015740305688101 -0.001054708913795277 0.9999987337028176 -0.001191713836551811 0.00101448355054512 0.0011927838708264416 0.9999987740441305,0.9731728615269049 0.7441989508826197 0.2961541162711683,5
2,837,1,1,0.9999989007092728 -0.0010260692515024483 0.0010704027920912518 0.0010256794939035307 0.9999994075211931 0.00036460778799785043 -0.0010707762707406476 -0.0003635094969938746 0.9999993606493078,-0.6045254553420136 -0.04778119947422965 -0.13796218657637382,5
2,840,1,1,0.9999998242255992 0.0002989702647599457 -0.0005120210457192909 -0.00029930593988802823 0.9999997402777175 -0.0006556374396287645 0.0005118248966369254 0.0006557905753247217 0.9999996539869384,0.40674386603274115 0.41265344248935776 0.08538261377998424,5
2,844,1,1,0.9999999858738796 -9.639463153388039e-05 0.00013769646242252354 9.626418870886666e-05 0.9999995469484986 0.0009470142575536689 -0.00013778768712915945 -0.0009470009889375186 0.9999995421017348,-0.1443228796417877 -0.8195784118275355 -0.06261954219371546,5
2,850,1,1,0.9999998010769319 0.0002536888747719339 0.0005774842439721373 -0.0002536317671493135 0.9999999629387797 -9.896144237753722e-05 -0.0005775093279862809 9.881495434238378e-05 0.9999998283592755,-0.49534627814912824 0.08264905439806114 -0.10471551426599035,5
2,856,1,1,0.999999752338335 0.0002458232379180525 -0.00065946508950529 -0.00024658012235695415 0.9999993107741747 -0.0011478891140149217 0.0006591824571659244 0.0011480514407096742 0.9999991237278044,0.6448311587627202 1.0556741028204613 0.1864564326135678,5
2,867,1,1,0.997226577287205 -0.008230271867172833 0.07396902173908819 0.011505962811428292 0.9989666712913514 -0.04396819838085307 -0.07353071719919022 0.04469734079415055 0.9962908116378992,-76.31438932118182 -54.76951913904021 56.61610235258715,5
2,871,1,1,0.9999993133568051 0.000584961796106287 -0.0010154337077170617 -0.0005844849203832936 0.9999997188040305 0.0004698608707199292 0.0010157082728398104 -0.00046926704240290995 0.9999993740623773,0.8057052375658031 -0.4952637590360709 0.26924665809076487,5
2,877,1,1,0.9999999458744528 0.0003251640115425891 -5.019418879563531e-05 -0.0003252286969648577 0.9999991097395569 -0.0012941199282785476 4.97733428827668e-05 0.001294136182824146 0.9999991613667258,0.093684475682835 1.180832314427768 0.07477790625500802,5
2,883,1,1,0.999999501464366 5.949545782144017e-05 -0.0009967604076206171 -5.947325154115335e-05 0.9999999979826414 2.2308078979014698e-05 0.000996761732839177 -2.2248787275148604e-05 0.9999995029853963,0.8769409898765446 -0.05471289267298829 0.19318146964769767,5
2,886,1,1,0.9999998666360603 0.000251307288298086 0.00045119010162419926 -0.00025139903577825473 0.999999947733753 0.0002033003098296099 -0.00045113898719248424 -0.0002034137114731993 0.9999998775482304,-0.39949072400739283 -0.2679913569985466 -0.08708533236006133,5
2,902,1,1,0.9999993831381843 4.581701726548426e-06 -0.001110721503949419 -4.5152800367057044e-06 0.9999999982016075 5.980298987156782e-05 0.001110721775951562 -5.979793776276013e-05 0.9999993813604802,0.9301920442191118 -0.07361987313370832 0.19946017564063823,5
2,903,1,1,0.9999996731284628 0.0004325530392387811 -0.0006831111451612304 -0.00043284138663307603 0.9999998172747085 -0.00042201763440502527 0.000682928475329303 0.00042231317523439005 0.9999996776300882,0.6007960999878037 0.35876072030056605 0.0724838316284604,5
2,904,1,1,0.9999998040600113 0.00041823642844496245 -0.00046578775147315676 -0.0004183974886911579 0.9999998527048646 -0.0003457365918429975 0.0004656430832274683 0.0003459314085248674 0.9999998317539757,0.42797873579660917 0.3015793234994204 0.022047427511665774,5
2,907,1,1,0.9999998996229996 0.0001682211102941797 -0.0004152777960534093 -0.00016818971663853238 0.9999999829961207 7.563052470260789e-05 0.00041529051164294895 -7.556067165642721e-05 0.9999999109121837,0.3495928255387071 -0.1383553306316898 0.1499715351873192,5
2,909,1,1,0.9999995875282515 -0.0008188974482065681 0.0003928744027349232 0.0008189502498769513 0.9999996556478066 -0.00013425630452584825 -0.00039276432530247624 0.00013457799373939316 0.9999999138124701,-0.4426804138219609 0.40156690487174274 -0.14058161119714896,5
2,918,1,1,0.999999979831937 -6.120274049062346e-05 0.00019128604020868245 6.120914775845088e-05 0.9999999975659275 -3.349006656463982e-05 -0.00019128399005935437 3.350177434452428e-05 0.9999999811440329,-0.17476799415044297 0.03853696800658213 -0.08860425067564393,5
2,972,1,1,0.9923004768166296 -0.12382169934617072 0.0028196596452333966 0.12331757649977579 0.9898644224792883 0.07043578945369791 -0.011512559911263376 -0.06954575386585589 0.9975123302914701,-1.02862348810919 -5.558158460603394 -15.690940368818815,5
2,1001,1,1,0.9999969518061415 0.0023501423902613783 0.0007571057861443797 -0.0023495527231321423 0.9999969365362593 -0.0007787940025395026 -0.0007589337435767729 0.000777012768662759 0.9999994101351918,-1.0226831427824834 0.5509388682167327 -0.10527615932778644,5
2,1012,1,1,0.9999999979636386 -6.30936706229393e-05 -9.58705838861873e-06 6.309053006058746e-05 0.9999999444695767 -0.0003272314600644144 9.6077040902115e-06 0.0003272308545456126 0.9999999464138284,0.01189984397942112 0.33213505187179493 -0.009263833558748047,5
2,1038,1,1,0.9999995389668681 0.0007237965762936227 -0.0006310186754867747 -0.0007244794648582631 0.9999991515051887 -0.0010826441744585247 0.0006302345259240338 0.0010831008353962834 0.9999992148482039,0.6479936659867747 0.7846196788181743 0.2031041544062191,5
2,1050,1,1,0.9999998720189799 -0.000386201841526157 0.00032681823713251457 0.00038620077492845795 0.9999999254189441 3.3266821326122242e-06 -0.0003268194975286909 -3.2004642504107617e-06 0.999999946589385,-0.31011555855059214 -0.008878069933391686 0.01998609642032534,5
2,1057,1,1,0.9999980920723598 0.00015198091145923742 -0.0019474992794490942 -0.000154643888648609 0.9999990532803387 -0.0013673052674800235 0.0019472896314124688 0.0013676038276221741 0.9999971688574237,1.7352096526421121 1.2098003794177714 0.3442593333476225,5
2,1061,1,1,0.9999997726228659 0.0005637305253694547 -0.0003700839252476079 -0.0005638320754358661 0.9999998034125954 -0.0002743504360611035 0.0003699291927782844 0.00027455903886795113 0.9999998938848573,0.2453386544679006 0.07831713870646695 0.07901354863599863,5
2,1069,1,1,0.9999993602521162 0.00019250256587829973 -0.0011146470833947042 -0.0001921680667178738 0.99999993647763 0.00030019355561308747 0.001114704800618982 -0.00029997916398971647 0.9999993337226326,0.9751503996984638 -0.3081563236087561 0.38818920367054943,5
2,1071,1,1,0.9999993844076748 -0.0001889305158833121 0.0010933844389674763 0.00018866428000918756 0.9999999525336172 0.00024359505883276775 -0.0010934304096085756 -0.00024338862628952435 0.999999372585761,-1.0254987838999625 -0.23401568298526598 0.10838409839550422,5
2,1087,1,1,0.9999998936241165 0.000458265960932569 5.238382430916566e-05 -0.00045823844201750563 0.9999997576459604 -0.0005241426820722095 -5.262400836342218e-05 0.000524118622034192 0.9999998612651828,-0.10361429730846794 0.39494684755744913 -0.045298047596816104,5
2,1098,1,1,0.9872629294437325 -0.1305557869448444 0.09092356482998754 0.1371414603613513 0.9880479310668295 -0.07038114637112118 -0.08064817416492776 0.08195408720600565 0.9933677061360988,-122.16597330228075 43.94899693324554 -0.8570364447339216,5
2,1099,1,1,0.9999999948275249 8.749331691382256e-05 5.18639494992007e-05 -8.74796898384933e-05 0.9999999616704657 -0.0002626906344216917 -5.188693118640675e-05 0.00026268609602103643 0.9999999641518796,-0.01886211638660029 0.27154523100189465 0.04644774052974299,5
2,1103,1,1,0.9999999943462827 2.9029097121638717e-05 -0.00010229733483135828 -2.9028261334091907e-05 0.9999999995452923 8.171657081829445e-06 0.00010229757200030942 -8.168687521974485e-06 0.9999999947342393,0.07141509430505266 -0.05068226534816489 -0.01753356514996085,5
2,1107,1,1,0.9999999148764596 6.070927850652247e-05 0.0004081194140959088 -6.0896775571459005e-05 0.9999998926122162 0.0004594204382457334 -0.00040809147918563493 -0.00045944525229466016 0.9999998111856843,-0.35599430686255573 -0.40458816317972435 0.1319565047336937,5
2,1117,1,1,0.9999977092705233 -0.0012827675830007906 0.0017134646289434785 0.0012814115424166356 0.9999988651486781 0.000792266252876761 -0.0017144789778822944 -0.0007900687846555399 0.9999982181749877,-1.2567374890228962 -0.9754095462224086 0.5626050276252954,5
2,1123,1,1,0.9999996263738731 0.0008597976822816711 8.944305648678208e-05 -0.0008597285824750445 0.9999993341777085 -0.0007697472989542098 -9.010482387755703e-05 0.0007696701146043122 0.9999996997444727,-0.10571302312174424 0.647328277549164 -0.10099218854759329,5
2,1131,1,1,0.9999999200290031 -7.904180903045566e-05 -0.00039203874891434454 7.879618802486554e-05 0.9999998006455963 -0.0006264981473548259 0.00039208819030674136 0.0006264672060939946 0.9999997269028086,0.3560405717099684 0.5402844458301033 -0.03201093666643828,5
2,1144,1,1,0.9999998386204423 0.000517873054150686 -0.00023359492735089415 -0.0005179616206854032 0.9999997939445581 -0.0003792447785891939 0.0002333984785658494 0.0003793657105937709 0.9999999008033992,0.08408248502789206 0.31077920018020677 -0.06548859940960483,5
2,1148,1,1,0.9999999733485146 5.618998012155889e-05 0.00022393225679401274 -5.625725840749038e-05 0.9999999532838474 0.00030044537553831907 -0.00022391536431320969 -0.00030045796534599635 0.9999999297934572,-0.17351032568717528 -0.259809770214547 0.01588418080507381,5
2,1151,1,1,0.9999998358043616 0.0003105382109880317 -0.00048161942404248426 -0.00031081408523503384 0.9999997876264783 -0.0005728364532840424 0.00048144143415224105 0.0005729860533273401 0.9999997199505252,0.389850305208995 0.48946961467656536 -0.08730354436750076,5
2,1157,1,1,0.9999996303412167 0.0007070215898526411 -0.0004893239228062896 -0.0007071444751299283 0.9999997184714631 -0.000251005348900879 0.0004891463188468614 0.00025135127882286445 0.9999998487791955,0.44291505369955075 0.22682332815777784 -0.012358726131537878,5
2,1168,1,1,0.9999998303054893 0.00034022343444706227 -0.0004729027453806989 -0.00034030758962322327 0.9999999262737553 -0.0001778854358569365 0.0004728421897212953 0.0001780463380645636 0.9999998723598744,0.3967310643900248 0.2046999043718074 -0.03525513197882901,5
2,1169,1,1,0.9999998851111657 0.0004037990954955245 -0.0002583097875831081 -0.00040389972049972855 0.9999998425313369 -0.00038961816976001984 0.0002581524194428392 0.0003897224562480761 0.9999998907368617,0.23716185799085565 0.36368467274712657 -0.012291200589402251,5
2,1180,1,1,0.9999999876109054 0.00011164622045593472 -0.0001109653665026765 -0.00011165612721323118 0.999999989781376 -8.927573778622078e-05 0.00011095539807015609 8.928812664282804e-05 0.9999999898582648,0.007404840202553942 0.06063691414507133 -0.06069725521695091,5
2,1199,1,1,0.9999993798724359 -0.0010966534356194324 0.00019392263245764096 0.001096598880619859 0.999999359196714 0.0002812064335132314 -0.00019423089419284834 -0.0002809936037877492 0.9999999416584757,-0.40282315642932076 -0.3709751972492228 -0.1198569409278889,5
2,1212,1,1,0.9999981245101753 0.0012191309496782377 -0.001504890647206436 -0.001219214002205593 0.9999992552855925 -5.4272254359166716e-05 0.0015048233615082562 5.610693632057684e-05 0.9999988661786877,1.2480013207702711 0.23288748124452496 -0.15890032491677175,5
